2401
(0, 0, 0)
(1, 0, 150)
(2, 0, 300)
(3, 0, 450)
(4, 0, 600)
(5, 0, 750)
(6, 0, 900)
(7, 0, 1050)
(8, 0, 1200)
(9, 0, 1350)
(10, 0, 1500)
(11, 0, 1650)
(12, 0, 1800)
(13, 0, 1950)
(14, 0, 2100)
(15, 0, 2250)
(16, 0, 2400)
(17, 0, 2550)
(18, 0, 2700)
(19, 0, 2850)
(20, 0, 3000)
(21, 0, 3150)
(22, 0, 3300)
(23, 0, 3450)
(24, 0, 3600)
(25, 0, 3750)
(26, 0, 3900)
(27, 0, 4050)
(28, 0, 4200)
(29, 0, 4350)
(30, 0, 4500)
(31, 0, 4650)
(32, 0, 4800)
(33, 0, 4950)
(34, 0, 5100)
(35, 0, 5250)
(36, 0, 5400)
(37, 0, 5550)
(38, 0, 5700)
(39, 0, 5850)
(40, 0, 6000)
(41, 0, 6150)
(42, 0, 6300)
(43, 0, 6450)
(44, 0, 6600)
(45, 0, 6750)
(46, 0, 6900)
(47, 0, 7050)
(48, 0, 7200)
(49, 150, 0)
(50, 150, 150)
(51, 150, 300)
(52, 150, 450)
(53, 150, 600)
(54, 150, 750)
(55, 150, 900)
(56, 150, 1050)
(57, 150, 1200)
(58, 150, 1350)
(59, 150, 1500)
(60, 150, 1650)
(61, 150, 1800)
(62, 150, 1950)
(63, 150, 2100)
(64, 150, 2250)
(65, 150, 2400)
(66, 150, 2550)
(67, 150, 2700)
(68, 150, 2850)
(69, 150, 3000)
(70, 150, 3150)
(71, 150, 3300)
(72, 150, 3450)
(73, 150, 3600)
(74, 150, 3750)
(75, 150, 3900)
(76, 150, 4050)
(77, 150, 4200)
(78, 150, 4350)
(79, 150, 4500)
(80, 150, 4650)
(81, 150, 4800)
(82, 150, 4950)
(83, 150, 5100)
(84, 150, 5250)
(85, 150, 5400)
(86, 150, 5550)
(87, 150, 5700)
(88, 150, 5850)
(89, 150, 6000)
(90, 150, 6150)
(91, 150, 6300)
(92, 150, 6450)
(93, 150, 6600)
(94, 150, 6750)
(95, 150, 6900)
(96, 150, 7050)
(97, 150, 7200)
(98, 300, 0)
(99, 300, 150)
(100, 300, 300)
(101, 300, 450)
(102, 300, 600)
(103, 300, 750)
(104, 300, 900)
(105, 300, 1050)
(106, 300, 1200)
(107, 300, 1350)
(108, 300, 1500)
(109, 300, 1650)
(110, 300, 1800)
(111, 300, 1950)
(112, 300, 2100)
(113, 300, 2250)
(114, 300, 2400)
(115, 300, 2550)
(116, 300, 2700)
(117, 300, 2850)
(118, 300, 3000)
(119, 300, 3150)
(120, 300, 3300)
(121, 300, 3450)
(122, 300, 3600)
(123, 300, 3750)
(124, 300, 3900)
(125, 300, 4050)
(126, 300, 4200)
(127, 300, 4350)
(128, 300, 4500)
(129, 300, 4650)
(130, 300, 4800)
(131, 300, 4950)
(132, 300, 5100)
(133, 300, 5250)
(134, 300, 5400)
(135, 300, 5550)
(136, 300, 5700)
(137, 300, 5850)
(138, 300, 6000)
(139, 300, 6150)
(140, 300, 6300)
(141, 300, 6450)
(142, 300, 6600)
(143, 300, 6750)
(144, 300, 6900)
(145, 300, 7050)
(146, 300, 7200)
(147, 450, 0)
(148, 450, 150)
(149, 450, 300)
(150, 450, 450)
(151, 450, 600)
(152, 450, 750)
(153, 450, 900)
(154, 450, 1050)
(155, 450, 1200)
(156, 450, 1350)
(157, 450, 1500)
(158, 450, 1650)
(159, 450, 1800)
(160, 450, 1950)
(161, 450, 2100)
(162, 450, 2250)
(163, 450, 2400)
(164, 450, 2550)
(165, 450, 2700)
(166, 450, 2850)
(167, 450, 3000)
(168, 450, 3150)
(169, 450, 3300)
(170, 450, 3450)
(171, 450, 3600)
(172, 450, 3750)
(173, 450, 3900)
(174, 450, 4050)
(175, 450, 4200)
(176, 450, 4350)
(177, 450, 4500)
(178, 450, 4650)
(179, 450, 4800)
(180, 450, 4950)
(181, 450, 5100)
(182, 450, 5250)
(183, 450, 5400)
(184, 450, 5550)
(185, 450, 5700)
(186, 450, 5850)
(187, 450, 6000)
(188, 450, 6150)
(189, 450, 6300)
(190, 450, 6450)
(191, 450, 6600)
(192, 450, 6750)
(193, 450, 6900)
(194, 450, 7050)
(195, 450, 7200)
