4225
(0, 0, 0)
(1, 0, 150)
(2, 0, 300)
(3, 0, 450)
(4, 0, 600)
(5, 0, 750)
(6, 0, 900)
(7, 0, 1050)
(8, 0, 1200)
(9, 0, 1350)
(10, 0, 1500)
(11, 0, 1650)
(12, 0, 1800)
(13, 0, 1950)
(14, 0, 2100)
(15, 0, 2250)
(16, 0, 2400)
(17, 0, 2550)
(18, 0, 2700)
(19, 0, 2850)
(20, 0, 3000)
(21, 0, 3150)
(22, 0, 3300)
(23, 0, 3450)
(24, 0, 3600)
(25, 0, 3750)
(26, 0, 3900)
(27, 0, 4050)
(28, 0, 4200)
(29, 0, 4350)
(30, 0, 4500)
(31, 0, 4650)
(32, 0, 4800)
(33, 0, 4950)
(34, 0, 5100)
(35, 0, 5250)
(36, 0, 5400)
(37, 0, 5550)
(38, 0, 5700)
(39, 0, 5850)
(40, 0, 6000)
(41, 0, 6150)
(42, 0, 6300)
(43, 0, 6450)
(44, 0, 6600)
(45, 0, 6750)
(46, 0, 6900)
(47, 0, 7050)
(48, 0, 7200)
(49, 0, 7350)
(50, 0, 7500)
(51, 0, 7650)
(52, 0, 7800)
(53, 0, 7950)
(54, 0, 8100)
(55, 0, 8250)
(56, 0, 8400)
(57, 0, 8550)
(58, 0, 8700)
(59, 0, 8850)
(60, 0, 9000)
(61, 0, 9150)
(62, 0, 9300)
(63, 0, 9450)
(64, 0, 9600)
(65, 150, 0)
(66, 150, 150)
(67, 150, 300)
(68, 150, 450)
(69, 150, 600)
(70, 150, 750)
(71, 150, 900)
(72, 150, 1050)
(73, 150, 1200)
(74, 150, 1350)
(75, 150, 1500)
(76, 150, 1650)
(77, 150, 1800)
(78, 150, 1950)
(79, 150, 2100)
(80, 150, 2250)
(81, 150, 2400)
(82, 150, 2550)
(83, 150, 2700)
(84, 150, 2850)
(85, 150, 3000)
(86, 150, 3150)
(87, 150, 3300)
(88, 150, 3450)
(89, 150, 3600)
(90, 150, 3750)
(91, 150, 3900)
(92, 150, 4050)
(93, 150, 4200)
(94, 150, 4350)
(95, 150, 4500)
(96, 150, 4650)
(97, 150, 4800)
(98, 150, 4950)
(99, 150, 5100)
(100, 150, 5250)
(101, 150, 5400)
(102, 150, 5550)
(103, 150, 5700)
(104, 150, 5850)
(105, 150, 6000)
(106, 150, 6150)
(107, 150, 6300)
(108, 150, 6450)
(109, 150, 6600)
(110, 150, 6750)
(111, 150, 6900)
(112, 150, 7050)
(113, 150, 7200)
(114, 150, 7350)
(115, 150, 7500)
(116, 150, 7650)
(117, 150, 7800)
(118, 150, 7950)
(119, 150, 8100)
(120, 150, 8250)
(121, 150, 8400)
(122, 150, 8550)
(123, 150, 8700)
(124, 150, 8850)
(125, 150, 9000)
(126, 150, 9150)
(127, 150, 9300)
(128, 150, 9450)
(129, 150, 9600)
(130, 300, 0)
(131, 300, 150)
(132, 300, 300)
(133, 300, 450)
(134, 300, 600)
(135, 300, 750)
(136, 300, 900)
(137, 300, 1050)
(138, 300, 1200)
(139, 300, 1350)
(140, 300, 1500)
(141, 300, 1650)
(142, 300, 1800)
(143, 300, 1950)
(144, 300, 2100)
(145, 300, 2250)
(146, 300, 2400)
(147, 300, 2550)
(148, 300, 2700)
(149, 300, 2850)
(150, 300, 3000)
(151, 300, 3150)
(152, 300, 3300)
(153, 300, 3450)
(154, 300, 3600)
(155, 300, 3750)
(156, 300, 3900)
(157, 300, 4050)
(158, 300, 4200)
(159, 300, 4350)
(160, 300, 4500)
(161, 300, 4650)
(162, 300, 4800)
(163, 300, 4950)
(164, 300, 5100)
(165, 300, 5250)
(166, 300, 5400)
(167, 300, 5550)
(168, 300, 5700)
(169, 300, 5850)
(170, 300, 6000)
(171, 300, 6150)
(172, 300, 6300)
(173, 300, 6450)
(174, 300, 6600)
(175, 300, 6750)
(176, 300, 6900)
(177, 300, 7050)
(178, 300, 7200)
(179, 300, 7350)
(180, 300, 7500)
(181, 300, 7650)
(182, 300, 7800)
(183, 300, 7950)
(184, 300, 8100)
(185, 300, 8250)
(186, 300, 8400)
(187, 300, 8550)
(188, 300, 8700)
(189, 300, 8850)
(190, 300, 9000)
(191, 300, 9150)
(192, 300, 9300)
(193, 300, 9450)
(194, 300, 9600)
(195, 450, 0)
